evse_sequential_id,evse_charge_month,evse_id,evse_mean_sessions,evse_mean_duration,evse_mean_energy_wh,evse_sum_duration,evse_sum_energy_wh,location_latitude,location_longitude,location_postal_code,location_city,,Pincode,Latitude of nearest fast charger,Longitude of the nearest fast charger,Distance from the nearet fast charger(in Km)
2339,01.04.22,DE*EDR*E21000134*1,80.09645442,8.808995283,7639.2766,2880.955632,1879517.274,49.748466,11.509936,91257,Pegnitz,,912,49.66416,11.47072,9.789380639
2340,01.03.22,DE*UFC*E110121*1,-12.78436296,3.81261132,3997.853415,-408.9554019,-266181.2175,50.406215,11.773788,95180,Berg,,951,50.217945,11.937066,23.9308997
2341,01.03.22,DE*EDR*E02100073*1,11.06795429,-6.658840932,1488.261515,126.2022677,96005.15259,51.432622,11.423106,6542,06542 Wolferstedt,,654,49.99718,8.4241166,264.6528836
2342,01.05.22,DE*EDR*E11000316*2,8.502989749,-16.09418664,3635.48862,138.2139446,177823.0833,53.29976,9.53202,27419,Tiste,,274,53.850924,8.715758,81.6105962
2343,01.02.22,DE*EDR*E21000166*1,2.675953012,1.978937718,4553.380713,17.66979897,-18133.93531,49.779356,10.246354,97355,Kleinlangheim,,973,49.778082,10.070273,12.64396299
2344,01.06.21,DE*EDR*E21000169*1,65.58438262,9.133746493,9692.201855,2586.008939,1668100.262,49.750848,9.963149,97084,WÃ¼rzburg,,970,49.791594,9.953112,4.587726461
2345,01.11.20,DE*EDR*E21000196*1,-23.083434,-12.89439274,-5540.686612,-758.1460778,-416699.5037,48.932942,12.705867,94336,Hunderdorf,,943,48.8676,12.5742,12.0589825
2348,01.08.21,DE*EDR*E21000180*1,-31.58554673,-10.1399523,2529.2174,-1287.269973,-456188.4641,50.947866,11.196966,99198,MÃ¶nchenholzhausen,,991,51.113131,10.933049,26.04465825
2351,01.09.21,DE*EDR*E21000198*1,44.08649059,9.680157794,9734.964322,1784.078005,1169116.889,51.036081,9.489578,34593,KnÃ¼llwald,,345,51.140217,9.2745376,18.96475723
2355,01.06.20,DE*EDR*E22100035*1,-3.279610673,1.963517304,4225.26471,-50.34549067,35901.91022,54.366156,9.670627,24791,24791 Alt-Duvenstedt,,247,54.32017008,9.626915146,5.84591625
2358,01.09.21,DE*EDR*E21000128*1,16.12941831,11.48364271,5645.746529,373.2872662,553668.6871,51.864909,8.369809,33334,GÃ¼tersloh,,333,51.883901,8.354353,2.363388699
2364,01.05.21,DE*EDR*E12100075*1,-17.94643176,-13.98839698,-1239.282627,-725.5790336,-326390.1264,53.510538,10.852775,19246,19246 Valluhn,,192,53.3003,11.0516,26.83673007
2366,01.02.21,DE*EDR*E12100066*1,2.439115115,-4.673761221,1375.172691,-0.03192793,-8312.866751,53.115207,12.469085,16909,16909 Heiligengrabe,,169,53.067119,12.532982,6.840916657
2368,01.11.20,DE*UFC*E320118*2,-33.33563741,-6.481490385,-10618.35373,-807.2663241,-961573.236,51.866395,8.369457,33334,GÃ¼tersloh,,333,51.883901,8.354353,2.205511857
2369,01.12.20,DE*EDR*E02100031*1,-16.94605052,-10.00264931,2398.94398,-571.0270445,-327066.4994,51.090952,13.236838,4741,04720 DÃ¶beln,,474,51.445778,6.635028,460.8325065
2370,01.04.22,DE*EDR*E11000298*2,16.8552293,-8.751905659,9899.984483,656.7628863,552782.2075,52.232453,11.024536,38350,Helmstedt,,383,52.24045665,10.9958111,2.148999626
2371,01.10.21,DE*UFC*E320120*1,30.25233054,-0.310009707,-2076.641259,382.4836796,549134.3196,52.640902,13.244103,16540,Hohen Neuendorf,,165,52.662394,13.271513,3.021586366
2375,01.05.18,DE*EDR*E22100054*1,14.42641285,-4.377761655,-784.5223474,250.7682641,165139.4536,54.070886,10.755442,23730,23730 Sierksdorf,,237,54.09928,10.82748,5.660916436
2378,01.11.21,DE*EDR*E02100072*1,20.61129152,-6.192184663,7877.113704,707.7229621,496925.4628,51.435207,11.426726,6542,06542 Wolferstedt,,654,49.99718,8.4241166,265.0247428
2382,01.11.20,DE*EDR*E02100042*1,1.611291516,-10.32780558,-691.235969,-12.27703785,-65084.53721,51.608992,12.187898,6794,Sandersdorf-Brehna,,679,51.555342,12.19287,5.975491491
2383,01.03.22,DE*EDR*E21000165*1,74.0051192,-11.28851325,5618.1869,1703.023829,1363103.651,50.928524,6.776295,50226,Frechen,,502,50.912347,6.819812,3.54128999
2384,01.03.22,DE*EDR*E02100042*1,10.06795429,5.213572861,8677.376458,446.2022677,289725.1526,51.608992,12.187898,6794,Sandersdorf-Brehna,,679,51.555342,12.19287,5.975491491
2385,01.05.22,DE*EDR*E21000164*1,25.10464061,-4.420582374,2640.456994,653.041421,515973.4195,51.468373,7.594038,44289,Dortmund,,442,51.48151,7.40949,12.86472113
2386,01.05.21,DE*EDR*E21000156*1,25.54139377,0.925921274,2887.820446,424.0963655,230946.8735,49.350108,8.630616,69207,Sandhausen,,692,49.3508,8.632241,0.140627282
2387,01.03.19,DE*EDR*E92100037*1,-3.460057531,-3.25044997,46.01236877,-221.2055218,-140373.0046,49.271799,11.601929,92355,92355 Velburg,,923,49.312984,11.475445,10.25242222
2389,01.11.21,DE*EDR*E11000313*2,6.948516597,-49.77753675,-13680.85106,-473.8140282,-230017.149,53.367001,9.736307,21279,Appel,,212,53.382537,9.9790413,16.19453634
2390,01.06.21,DE*UFC*E320104*1,-24.90826858,2.798563154,154.9168602,-705.1739301,-862872.5641,53.424056,9.963125,21077,Hamburg,,210,53.483558,10.211489,17.72606679
2392,01.08.19,DE*EDR*E62100025*1,-24.49626097,5.385378337,10494.33277,-627.7462946,-179967.9652,49.946431,8.608135,64331,64331 Weiterstadt,,643,49.8120551,8.5791129,15.08593552
2394,01.02.21,DE*UFC*E210005*1,-57.39138963,-22.8266742,-12135.92766,-1700.571706,-1363349.752,50.929797,6.337299,52428,JÃ¼lich,,524,50.9291834,6.3385009,0.108399691
2399,01.09.18,DE*EDR*E02100057*1,17.42461158,-10.49324468,-1169.32754,144.969695,77955.02053,51.200127,14.329909,2625,02625 Bautzen,,262,53.041733,8.22121386,464.4154945
2400,01.11.20,DE*UFC*E320109*2,-55.69873019,-23.98928907,-16910.23519,-1555.300056,-1547631.439,50.806619,7.220173,53721,Siegburg,,537,50.798281,7.20399,1.467292457
2402,01.01.22,DE*EDR*E21000133*1,-20.0687062,14.16125974,9161.967301,-585.3377412,-299793.6744,48.589101,13.365639,94036,Passau,,940,48.559526,13.4225,5.321224081
2403,01.12.21,DE*EDR*E22100030*1,-7.685402342,-5.409106884,1205.967224,-319.0097155,-137484.7409,53.520118,10.805807,23899,23899 Gudow,,238,50.865765,10.252332,297.5493706
2404,01.08.18,DE*EDR*E12100015*1,13.60898228,-7.465511944,840.5572807,124.8511864,128376.1642,53.855931,13.33372,17129,VÃ¶lschow,,171,53.855673,13.333344,0.037830257
2413,01.01.22,DE*UFC*E320106*1,-27.2311138,3.147155011,812.9225548,-806.861697,-950510.292,53.42415,9.966352,21077,Hamburg,,210,53.483558,10.211489,17.52406092
2414,01.09.21,DE*EDR*E11000313*2,-8.238163337,-35.9603428,-12047.15104,-629.5672954,-352380.5913,53.367001,9.736307,21279,Appel,,212,53.382537,9.9790413,16.19453634
2416,01.10.19,DE*EDR*E62100024*1,-3.372101551,0.415536828,7927.658378,18.57858275,108170.3714,49.946873,8.611233,64331,64331 Weiterstadt,,643,49.8120551,8.5791129,15.16670972
2418,01.03.20,DE*EDR*E12100010*1,-18.04424213,-7.645474063,-154.1278192,-724.1277009,-364932.6689,52.250741,12.309279,14793,14793 Ziesar,,147,52.430611,12.550501,25.85692955
2419,01.05.22,DE*UFC*E210012*1,-33.15783929,7.786651534,1664.258801,-1029.835741,-731264.4081,49.410299,8.339939,67125,Dannstadt,,671,49.385831,8.391853,4.638509756
2420,01.10.20,DE*UFC*E110024*1,-22.7379262,-8.510294652,5142.425796,-732.2586244,-587437.8997,47.909208,7.592273,79258,Hartheim-Bremgarten,,792,47.970762,7.721949,11.83872145
2421,01.01.21,DE*UFC*E110028*1,-47.63284377,2.088776088,-17513.71266,-1361.007345,-1418661.947,49.410226,8.341656,67105,Dannstadt-Schauernheim,,671,49.385831,8.391853,4.533602501
2422,01.04.21,DE*EDR*E21000152*1,-31.83319096,9.773649128,6701.000382,-751.8298971,-540077.5812,49.898259,9.394119,63879,Weibersbrunn,,638,49.994494,9.070137,25.53287081
2424,01.02.21,DE*EDR*E62100050*1,9.252534111,-7.497527419,-1015.961313,-55.97230588,-13508.39765,50.094757,8.352353,65207,65207 Wiesbaden,,652,50.048154,8.217435,10.93474753
2425,01.06.19,DE*EDR*E02100031*1,2.94886453,-4.071240846,3335.513044,57.21906566,45864.01993,51.090952,13.236838,4741,04720 DÃ¶beln,,474,51.445778,6.635028,460.8325065
2426,01.06.21,DE*UFC*E110027*1,-38.30999856,-3.39143415,-1863.320585,-1089.319578,-1072608.22,49.410137,8.341664,67105,Dannstadt-Schauernheim,,671,49.385831,8.391853,4.527226327
2429,01.04.21,DE*EDR*E11000310*2,-5.871594987,-15.62777191,3338.814012,-246.712318,-102720.3713,53.484188,10.026537,21109,Hamburg,,211,53.50427,9.98539,3.520656599
2433,01.09.21,DE*EDR*E21000170*1,-12.41368654,-4.860766816,4691.300362,-516.5803108,-92028.40999,50.856697,12.313322,4626,SchmÃ¶lln,,462,51.656773,6.9472599,383.77439
2434,01.08.21,DE*UFC*E110004*1,4.435438966,0.267898307,7131.802707,161.4328599,543222.7037,49.76904,10.470847,96160,Geiselwind,,961,49.819859,11.000909,38.46502254
2435,01.09.21,DE*EDR*E21000173*1,21.54423755,-7.014345838,4618.605854,453.2981264,363072.2722,50.899353,7.152178,51503,RÃ¶srath,,515,50.884242,7.186257,2.921794634
2436,01.03.18,DE*EDR*E02100085*1,14.06795429,-3.383083356,743.9281817,307.2022677,115735.1526,50.466056,12.184668,8527,08527 Plauen,,852,48.238569,11.353808,254.8871783
2439,01.09.21,DE*EDR*E22100029*1,57.68525976,-1.420608183,3375.060396,1474.987024,972432.779,53.521783,10.802986,23899,23899 Gudow,,238,50.865765,10.252332,297.7086488
2440,01.04.22,DE*EDR*E62100007*1,60.00327912,-0.346753277,6276.658753,1673.97244,1225015.02,49.690307,8.603811,64625,64625 Bensheim,,646,49.6861354,8.6187296,1.16915747
2442,01.05.22,DE*UFC*E210040*1,-1.46576986,-3.954162568,-4199.024433,-454.8665789,-53982.9445,50.094736,8.352361,65207,Wiesbaden,,652,50.048154,8.217435,10.93414579
2443,01.12.20,DE*UFC*E320109*2,-55.25607223,-14.35530927,-13077.09936,-1560.050063,-1574609.401,50.806619,7.220173,53721,Siegburg,,537,50.798281,7.20399,1.467292457
2444,01.07.21,DE*EDR*E21000144*1,-6.917627224,-2.493558002,6395.976725,-55.6796718,-93405.32288,51.403972,10.41653,37339,Kirchworbis,,373,51.37377,10.11615,21.11190674
2445,01.07.21,DE*EDR*E21000155*1,2.540119735,-20.98088557,3193.752387,-170.4595508,9184.06081,50.809423,7.220042,53721,Siegburg,,537,50.798281,7.20399,1.675523447
2446,01.04.22,DE*EDR*E02100085*1,39.79117993,9.349157229,11411.68083,1825.824672,1121533.24,50.466056,12.184668,8527,08527 Plauen,,852,48.238569,11.353808,254.8871783
2448,01.03.21,DE*EDR*E21000182*1,-14.9948808,-0.144369109,5894.284771,-352.9761709,-138906.3487,51.632195,7.87476,59069,Hamm,,590,51.66959,7.81033,6.086783283
2449,01.03.21,DE*EDR*E22100036*1,-9.671397529,-4.587520732,1608.39587,-362.7804032,-157353.089,54.363349,9.671023,24791,Alt-Duvenstedt,,247,54.32017008,9.626915146,5.58809427
2450,01.04.20,DE*UFC*E110003*1,-37.06502094,-1.910420706,-1207.444749,-1146.848405,-1134304.311,49.769035,10.470728,96160,Geiselwind,,961,49.819859,11.000909,38.47355524
2451,01.01.21,DE*EDR*E21000191*1,1.745645278,-2.589307219,5073.630305,120.8597301,66783.54376,51.467696,7.596939,58239,Schwerte,,582,51.297259,7.358371432,25.16501497
2452,01.05.22,DE*UFC*E210010*1,-24.15371934,-1.670052769,4766.844982,-983.402233,-437461.6302,51.559849,13.922106,1994,Schipkau,,199,51.535798,13.914721,2.722666644
2453,01.05.22,DE*EDR*E21000179*1,-32.60132631,9.923647651,11481.34464,-902.5134339,-399886.3674,51.158225,7.230587,42859,Remscheid,,428,51.157855,7.22812,0.176896051
2455,01.04.22,DE*EDR*E62100050*1,24.00327912,1.17867782,6291.567317,770.9724404,570615.0199,50.094757,8.352353,65207,65207 Wiesbaden,,652,50.048154,8.217435,10.93474753
2461,01.02.22,DE*EDR*E21000186*1,30.60358755,-9.20097195,7597.320275,807.27447,673187.9687,51.157466,6.962181,42697,Solingen,,426,51.157162,6.963942,0.127378762
2462,01.11.20,DE*EDR*E22100029*1,12.87193969,-6.614515256,3696.581392,356.7402912,256947.2212,53.521783,10.802986,23899,23899 Gudow,,238,50.865765,10.252332,297.7086488
2463,01.07.21,DE*EDR*E21000197*1,-8.417804354,-6.199462892,9480.9234,-255.337988,65849.37861,50.87499,11.846279,7629,Hermsdorf,,762,49.01697723,8.470952683,317.7737204
2464,01.05.21,DE*UFC*E210009*1,46.84628066,-5.650331895,-1504.320674,472.597767,802967.3698,52.302979,13.01724,14552,Michendorf,,145,52.40277,13.27005,20.44364223
2472,01.04.21,DE*EDR*E11000311*2,-7.871594987,-9.884182171,4151.188371,-224.712318,-124855.3713,53.483845,10.024303,21109,Hamburg,,211,53.50427,9.98539,3.432815891
2474,01.04.21,DE*EDR*E11000298*2,0.855229304,-7.143670365,8883.757424,167.7628863,151349.2075,52.232453,11.024536,38350,Helmstedt,,383,52.24045665,10.9958111,2.148999626
2476,01.06.20,DE*UFC*E110013*1,-37.96474746,-2.678728764,7030.34096,-1067.713249,-792039.7769,48.4442,10.876023,86368,Gersthofen,,863,48.406458,10.95206,7.006559099
2478,01.07.21,DE*EDR*E21000201*1,80.84284382,-9.553480178,5310.188596,2294.679341,1637791.137,53.090906,9.17629,27367,Sottrum,,273,53.19436149,9.289197922,13.74942443
2482,01.10.18,DE*EDR*E62100049*1,59.13877507,-2.820320028,3135.811294,1759.996697,922606.5033,50.096868,8.353418,65207,65207 Wiesbaden,,652,50.048154,8.217435,11.11404241
2486,01.08.21,DE*EDR*E62100049*1,43.50373903,-2.844572563,3295.404787,1117.253705,678642.0348,50.096868,8.353418,65207,65207 Wiesbaden,,652,50.048154,8.217435,11.11404241
2487,01.11.18,DE*EDR*E62100049*1,59.82339071,-11.93968154,2178.588751,1433.87073,895177.2422,50.096868,8.353418,65207,65207 Wiesbaden,,652,50.048154,8.217435,11.11404241
2488,01.02.18,DE*EDR*E12100067*1,-11.56088489,-7.961261221,1777.506025,-516.0319279,-217232.8668,53.115301,12.466908,16909,16909 Heiligengrabe,,169,53.067119,12.532982,6.940584227
2489,01.10.21,DE*EDR*E21000154*1,71.56219397,3.907243307,8338.747375,2655.638802,1718821.966,50.267563,9.882552,97795,Schondra,,977,49.85294,9.61032,50.03219827
2491,01.10.21,DE*EDR*E21000169*1,141.562194,2.138518798,6381.876222,4738.638802,2916899.966,49.750848,9.963149,97084,WÃ¼rzburg,,970,49.791594,9.953112,4.587726461
2492,01.11.20,DE*EDR*E02100085*1,24.61129152,-3.986629107,9129.283149,932.7229621,634664.4628,50.466056,12.184668,8527,08527 Plauen,,852,48.238569,11.353808,254.8871783
2493,01.07.18,DE*EDR*E02100017*1,1.420493772,-18.51924235,1055.587561,-132.7879823,-47187.19088,51.063068,13.570808,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.5970861
2494,01.02.20,DE*EDR*E02100043*1,8.040434922,1.956618588,5257.243377,287.8799261,138098.8229,51.607277,12.183264,6794,06794 Sandersdorf-Brehna,,679,51.555342,12.19287,5.812927442
2495,01.10.21,DE*EDR*E02100018*1,-11.07332412,3.104947197,4886.9131,-248.1510707,-198266.2761,51.060482,13.572325,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.8698694
2496,01.04.22,DE*UFC*E110022*1,11.08976309,-1.882301491,605.0985846,237.8112102,229889.0802,53.510523,10.852898,19246,LÃ¼ttow-Valluhn,,192,53.3003,11.0516,26.83127476
2498,01.07.19,DE*EDR*E22100001*1,-12.80798143,-11.59801803,1558.058025,-424.3525386,-175239.3006,54.09272,9.92966,24537,24537 NeumÃ¼nster,,245,54.180057,9.94417,9.757324727
2500,01.10.19,DE*EDR*E12100067*1,-2.674643928,-4.630525558,9932.171928,-4.062924697,197432.0342,53.115301,12.466908,16909,16909 Heiligengrabe,,169,53.067119,12.532982,6.940584227
2503,01.07.21,DE*EDR*E91100088*1,-12.99006901,-23.11355608,-543.0031381,-544.30857,-357482.2719,49.839264,12.172418,92670,Windischeschenbach,,926,49.66344,12.14901,19.62293227
2504,01.09.20,DE*EDR*E22100019*1,-15.31474024,2.624107264,6466.965545,-432.012976,-192583.221,54.803352,9.328803,24983,Handewitt,,249,52.382725,9.333851,269.1616477
2505,01.07.21,DE*EDR*E21000147*1,-5.033253374,-14.28140309,5653.688128,-264.1348095,54854.07534,48.412051,10.912778,86169,Augsburg,,861,48.367939,10.889427,5.199259574
2509,01.11.21,DE*EDR*E21000126*1,58.21737187,-17.22979609,1303.035015,1052.326767,971345.407,51.326179,6.891523,40883,Ratingen,,408,51.252237,6.951764,9.227675509
2512,01.06.20,DE*EDR*E22100053*1,-13.79048729,29.86440684,18951.58892,-291.7636053,-143014.2216,54.068219,10.756875,23730,23730 Sierksdorf,,237,54.09928,10.82748,5.75658669
2513,01.04.22,DE*UFC*E210024*1,-3.528304078,-0.236403198,6343.60257,-365.3284956,245163.9151,52.544092,13.692432,15366,Neuenhagen bei Berlin,,153,52.503312,13.632772,6.07070774
2514,01.11.19,DE*EDR*E02100058*1,-12.38870848,-6.053295774,4004.058149,-420.2770379,-237824.5372,51.198028,14.330231,2625,02625 Bautzen,,262,53.041733,8.22121386,464.5467582
2518,01.02.22,DE*EDR*E22100054*1,15.3010831,0.323970534,3729.409478,403.8972551,280580.5814,54.070886,10.755442,23730,23730 Sierksdorf,,237,54.09928,10.82748,5.660916436
2520,01.02.21,DE*UFC*E210025*1,-44.09658803,9.40332487,-2681.101987,-1283.766372,-1155888.749,52.542215,13.689707,15366,Neuenhagen bei Berlin,,153,52.503312,13.632772,5.792287874
2522,01.06.19,DE*EDR*E02100042*1,11.94886453,12.34229299,8678.351389,752.2190657,342064.0199,51.608992,12.187898,6794,Sandersdorf-Brehna,,679,51.555342,12.19287,5.975491491
2524,01.01.19,DE*EDR*E62100049*1,2.838118503,5.828696168,6518.267721,288.6790667,193294.0715,50.096868,8.353418,65207,65207 Wiesbaden,,652,50.048154,8.217435,11.11404241
2525,01.04.22,DE*EDR*E21000132*1,33.95442587,0.21645805,3420.261358,869.1361386,610196.4189,48.050007,7.810172,79108,Freiburg im Breisgau,,791,47.925027,7.701838,16.06652188
2529,01.11.20,DE*UFC*E320115*2,-50.48672076,-4.072350539,-2200.100813,-1462.17909,-1435603.03,51.864878,8.369658,33334,GÃ¼tersloh,,333,51.883901,8.354353,2.361839737
2532,01.01.22,DE*EDR*E02100058*1,2.626019314,-15.23930996,-4235.912938,-212.4687013,-116528.7079,51.198028,14.330231,2625,02625 Bautzen,,262,53.041733,8.22121386,464.5467582
2533,01.03.19,DE*EDR*E02100031*1,-13.93204571,-6.558840932,-1478.071818,-480.7977323,-287934.8474,51.090952,13.236838,4741,04720 DÃ¶beln,,474,51.445778,6.635028,460.8325065
2535,01.09.21,DE*EDR*E21000147*1,1.970864436,0.22257076,7701.253979,106.6228677,262318.2867,48.412051,10.912778,86169,Augsburg,,861,48.367939,10.889427,5.199259574
2540,01.09.21,DE*UFC*E210039*1,-25.20692295,-7.17932051,-9194.11427,-1259.647819,-1047381.619,50.094794,8.352369,65207,Wiesbaden,,652,50.048154,8.217435,10.93769996
2542,01.02.22,DE*EDR*E21000188*1,-19.41331222,-2.89006597,4086.920135,-594.4669012,-251027.9108,48.058901,10.845777,86899,Landsberg am Lech,,868,48.1970802,10.75851417,16.67404536
2543,01.10.21,DE*EDR*E21000230*1,-88.66144887,-6.439858378,-11401.03302,-2590.243574,-2082318.787,48.337465,11.608238,85376,Neufahrn bei Freising,,853,48.38330103,11.75294101,11.84378209
2546,01.11.19,DE*EDR*E72100096*1,-6.856174838,2.63451693,6353.260486,-103.6128058,27589.46643,48.80881,8.18106,76532,76532 Baden Baden,,765,48.818245,8.302521,8.955423109
2550,01.11.20,DE*EDR*E11000310*2,20.9485166,-29.06325103,-1267.527255,279.1859718,206055.851,53.484188,10.026537,21109,Hamburg,,211,53.50427,9.98539,3.520656599
2551,01.07.21,DE*UFC*E110110*1,23.59065381,-9.854444927,5434.817525,558.8573779,939986.8837,51.38118,9.239556,34289,Zierenberg,,342,51.2288935,9.4296715,21.48040206
2554,01.03.22,DE*EDR*E21000183*1,30.0051192,-11.80108553,3137.003224,531.0238291,451294.6513,51.866448,8.369656,59069,Hamm,,590,51.66959,7.81033,44.27775121
2556,01.03.19,DE*EDR*E92100038*1,-19.75409061,6.643645287,3696.054492,-547.650667,-262093.2177,49.271779,11.599725,92355,92355 Velburg,,923,49.312984,11.475445,10.11067872
2557,01.03.22,DE*EDR*E21000176*1,53.19076772,-5.279803292,2586.496513,1086.826358,922236.4331,48.960859,12.093162,93080,Pentling,,930,49.004306,12.064259,5.271452852
2562,01.02.21,DE*EDR*E21000167*1,-12.32404699,16.4503336,10989.71138,-81.33020103,-150822.9353,49.755871,9.959829,97084,WÃ¼rzburg,,970,49.791594,9.953112,4.001395473
2564,01.04.20,DE*EDR*E12100075*1,-32.32101649,-12.92349741,-7020.004205,-1091.505296,-578024.5811,53.510538,10.852775,19246,19246 Valluhn,,192,53.3003,11.0516,26.83673007
2565,01.10.21,DE*EDR*E21000179*1,39.15958491,-10.16711605,4942.842948,1193.58456,744949.6613,51.158225,7.230587,42859,Remscheid,,428,51.157855,7.22812,0.176896051
2566,01.09.21,DE*EDR*E21000182*1,-23.63822351,-8.032156318,3391.581452,-741.2087437,-318485.4808,51.632195,7.87476,59069,Hamm,,590,51.66959,7.81033,6.086783283
2570,01.08.21,DE*EDR*E21000154*1,66.92715793,6.880888904,9830.954464,2697.89581,1823817.497,50.267563,9.882552,97795,Schondra,,977,49.85294,9.61032,50.03219827
2571,01.04.19,DE*EDR*E72100096*1,-2.676286422,0.382004328,-1498.500525,-380.5110955,-235874.7559,48.80881,8.18106,76532,76532 Baden Baden,,765,48.818245,8.302521,8.955423109
2573,01.09.20,DE*EDR*E62100007*1,-16.36328923,-3.05912552,3421.509661,-533.882537,-225462.2001,49.690307,8.603811,64625,64625 Bensheim,,646,49.6861354,8.6187296,1.16915747
2574,01.05.22,DE*EDR*E02100064*1,16.16576467,-4.15929073,4323.974987,378.750935,296027.6951,51.655934,11.822297,6420,06420 KÃ¶nnern,,642,49.906861,8.648861,295.9325384
2576,01.04.20,DE*EDR*E12100020*1,-20.32101649,-8.461958946,1129.226564,-757.5052962,-395884.5811,52.133086,12.754556,14823,14823 MÃ¼hlenflieÃŸ-Grabow,,148,52.160095,12.779865,3.464375468
2577,01.11.21,DE*EDR*E21000177*1,110.1575444,-10.87276945,5164.775723,2941.376135,2050703.729,48.554243,11.588542,85301,Schweitenkirchen,,853,48.38330103,11.75294101,22.54334677
2578,01.12.21,DE*EDR*E62100007*1,20.26604867,-3.277806257,3925.950395,471.1207235,383755.28,49.690307,8.603811,64625,64625 Bensheim,,646,49.6861354,8.6187296,1.16915747
2580,01.10.21,DE*EDR*E21000159*1,27.65538979,3.885033253,6060.09989,1082.008972,590678.7431,47.829777,11.907303,83737,Irschenberg,,837,47.79258,11.83079,7.053617748
2581,01.01.22,DE*EDR*E12100075*1,-17.48617711,-17.00332404,-3027.27251,-806.7986699,-371346.5295,53.510538,10.852775,19246,19246 Valluhn,,192,53.3003,11.0516,26.83673007
2584,01.09.19,DE*EDR*E22100029*1,-8.314740241,5.519940597,5123.493322,-171.012976,-78053.22103,53.521783,10.802986,23899,23899 Gudow,,238,50.865765,10.252332,297.7086488
2587,01.02.21,DE*EDR*E11000298*2,-0.895515706,-4.724758198,8912.651965,85.81814,68828.78995,52.232453,11.024536,38350,Helmstedt,,383,52.24045665,10.9958111,2.148999626
2589,01.02.21,DE*EDR*E21000162*1,-12.83993912,1.184002281,6285.590191,-197.7916425,-159138.9254,50.548416,7.585134,56307,Dernbach,,563,50.266142,7.51002,31.83561921
2591,01.02.21,DE*UFC*E320115*2,-50.05757735,10.79470668,114.8939393,-1388.022126,-1440367.67,51.864878,8.369658,33334,GÃ¼tersloh,,333,51.883901,8.354353,2.361839737
2596,01.09.21,DE*EDR*E02100042*1,16.42461158,-3.319028655,1172.281054,417.969695,161995.0205,51.608992,12.187898,6794,Sandersdorf-Brehna,,679,51.555342,12.19287,5.975491491
2597,01.06.21,DE*UFC*E110114*1,-6.16063388,-5.225058508,-6330.246122,-160.0085075,-197206.3423,49.839264,12.172418,92670,Windischeschenbach,,926,49.66344,12.14901,19.62293227
2599,01.04.21,DE*UFC*E32000112*2,-68.40555871,3.387868646,5340.597983,-2066.791146,-1718029.975,52.23117,7.876939,49545,Tecklenburger Land,,495,52.55593418,7.94300521,36.38931337
2602,01.01.22,DE*UFC*E320101*2,-54.89245339,6.370499852,-7627.362659,-1300.153238,-1618927.089,48.337413,11.608175,85376,Neufahrn bei Freising,,853,48.38330103,11.75294101,11.85047726
2603,01.01.22,DE*EDR*E21000155*1,15.74564528,-4.826041913,4457.487448,430.8597301,276632.5438,50.809423,7.220042,53721,Siegburg,,537,50.798281,7.20399,1.675523447
2610,01.04.22,DE*UFC*E320115*2,-57.30683234,-2.589252375,-13707.9405,-1613.077379,-1587998.253,51.864878,8.369658,33334,GÃ¼tersloh,,333,51.883901,8.354353,2.361839737
2615,01.02.22,DE*UFC*E320108*1,148.6981167,-1.8603925,7478.620203,4715.841168,5038118.41,50.897495,7.153358,51503,RÃ¶srath,,515,50.884242,7.186257,2.738005205
2620,01.11.21,DE*EDR*E92100037*1,14.08327969,-7.17597979,6370.640981,501.3151726,409067.3056,49.271799,11.601929,92355,92355 Velburg,,923,49.312984,11.475445,10.25242222
2621,01.01.19,DE*EDR*E62100050*1,0.838118503,-2.291767152,3696.637605,-67.32093326,56291.07148,50.094757,8.352353,65207,65207 Wiesbaden,,652,50.048154,8.217435,10.93474753
2622,01.05.22,DE*UFC*E320114*2,-20.50766183,6.712619319,-5823.536432,-679.1926796,-614782.1557,52.640926,13.244108,16540,Hohen Neuendorf,,165,52.662394,13.271513,3.019269284
2623,01.05.22,DE*UFC*E110125*1,-36.68655259,6.865302439,12785.42229,-1109.406735,-911499.675,50.40406,11.772858,95180,Berg,,951,50.217945,11.937066,23.75403804
2625,01.03.22,DE*EDR*E21000178*1,59.37322878,9.008120714,7924.590014,2172.333228,1455760.186,49.748483,11.514098,91257,Pegnitz,,912,49.66416,11.47072,9.881549093
2626,01.11.20,DE*UFC*E110015*1,-30.67507084,-12.5782662,-9703.105242,-850.4675188,-937902.2595,54.803376,9.328767,24983,Handewitt,,249,52.382725,9.333851,269.1643193
2627,01.03.21,DE*UFC*E110008*1,36.55617195,-63.00038628,3016.881439,1476.787164,787710.8834,54.092765,9.929822,24537,NeumÃ¼nster,,245,54.180057,9.94417,9.751327225
2630,01.02.22,DE*EDR*E21000184*1,71.18960926,-0.444727191,4299.225687,1770.822454,1325964.73,52.07187,8.664632,32107,Bad Salzuflen,,321,52.06697,8.75456,6.170878791
2633,01.10.21,DE*EDR*E02100017*1,3.926675879,-10.33561224,626.9096035,-37.15107069,-32617.27615,51.063068,13.570808,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.5970861
