evse_sequential_id,evse_charge_month,evse_id,evse_mean_sessions,evse_mean_duration,evse_mean_energy_wh,evse_sum_duration,evse_sum_energy_wh,charger_latest_known_status,charger_vendor,charger_model,charger_max_power,charger_max_current,connector_plug_type,connector_plug_power,connector_current_type,charger_first_connection_date,charger_last_connection_date,charger_authentication_modes,location_name,location_latitude,location_longitude,location_postal_code,location_city,location_charge_point_operator_name
845,2018-07-01,DE*EDR*E02100052*1,15.5611825011793,-11.5973903881735,-273.280846627278,300.618870730882,206273.950949417,out-of-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T07:41:28Z,2022-05-12T16:33:10Z,"['R', 'DP']",Muldental Süd DC,51.260748,12.705249,04668,04668 Grimma,Tank & Rast
846,2022-02-01,DE*EDR*E11000313*1,-3.23888829354201,-9.46681740396415,-6103.0718271243,-143.888998532228,23219.5242036411,in-service,ABB,MD_TERRA_53,43,63,Mennekes,43,AC,2020-10-22T07:42:58Z,2022-05-12T16:28:58Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Hollenstedt,53.367001,9.736307,21279,Appel,Tank & Rast
847,2018-07-01,DE*EDR*E62100049*1,48.6325929607635,-15.2998485392605,1344.16594547289,1045.35978579435,601825.588531607,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-01-29T12:05:40Z,2022-05-12T16:42:49Z,"['R', 'DP']",Medenbach Ost DC,50.096868,8.353418,65207,65207 Wiesbaden,Tank & Rast
848,2022-03-01,DE*EDR*E21000283*1,-21.3259653561111,44.9615790427009,22909.926787137,-191.193927521476,116246.096839423,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2021-09-13T11:13:09Z,2022-05-04T23:34:06Z,"['NRC', 'NRD', 'R', 'DP']","Königswall 15, Dortmund - DC",51.516576,7.457328,44137,Dortmund,Tank & Rast
849,2021-10-01,DE*EDR*E11000313*2,-7.73609903977501,-41.1111352656834,-12863.5692062511,-592.688061080271,-335774.887935993,in-service,ABB,MD_TERRA_53,50,73,CCS,50,DC,2020-10-22T07:42:58Z,2022-05-12T16:28:58Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Hollenstedt,53.367001,9.736307,21279,Appel,Tank & Rast
850,2021-03-01,DE*UFC*E320110*3,3.65942181983862,-20.5903025158295,-550.2522946456,138.752703473013,189810.980658318,in-service,alpitronic GmbH,HYC_300,22,32,Mennekes,22,AC,2020-10-28T10:39:19Z,2022-05-12T16:43:48Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Siegburg Ost AC,50.80941,7.220012,53721,Siegburg,UFC Germany (DE*UFC)
851,2022-04-01,DE*EDR*E22100035*2,39.9461564323259,1.08335877778854,-6347.05335414574,1232.0281818526,107551.443783791,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-01-31T10:23:52Z,2022-05-12T16:34:44Z,"['R', 'DP']",Hüttener Berge Ost DC,54.366156,9.670627,24791,24791 Alt-Duvenstedt,Tank & Rast
852,2018-02-01,DE*EDR*E02100052*2,-3.57611337463004,-4.57590976611676,-10048.9007096636,-131.352008142094,-38545.8640067749,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T07:41:29Z,2022-05-12T16:33:10Z,"['R', 'DP']",Muldental Süd DC,51.260748,12.705249,04668,04668 Grimma,Tank & Rast
853,2018-08-01,DE*EDR*E12100075*2,-30.4371048823947,-16.8638351130119,-2956.00311305175,-1224.45596551297,-457089.253108909,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T08:35:23Z,2022-05-12T16:40:37Z,"['R', 'DP']",Schaalsee Süd DC,53.510538,10.852775,19246,19246 Valluhn,Tank & Rast
854,2020-06-01,DE*EDR*E62100006*1,-9.83903628113756,3.07197865352327,7287.88910158007,-155.633166293093,4536.79934009368,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-01-29T10:59:44Z,2022-03-29T11:38:41Z,"['NRC', 'NRD', 'R', 'DP']",Bad Camberg West DC,50.300134,8.234582,65520,65520 Bad Camberg,Tank & Rast
855,2020-07-01,DE*UFC*E110004*1,-5.43570710312091,-19.7273899698474,-15553.1353987314,-651.461059669528,-1072091.74258213,in-service,ABB,MD_HVC_CAR,175,254,CHAdeMO,175,DC,2020-03-18T13:57:23Z,2022-05-12T16:30:10Z,"['NRC', 'NRD', 'R', 'DP']",Autohof Geiselwind E.ON UFC 4,49.76904,10.470847,96160,Geiselwind,UFC Germany (DE*UFC)
856,2021-05-01,DE*EDR*E21000168*1,-11.1987172411172,8.55470797091868,9044.23647708052,-200.45919211131,-126054.063110237,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-12-17T13:11:56Z,2022-05-12T16:35:22Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Rhön West DC,50.263514,9.881064,97795,Schondra,Tank & Rast
857,2022-01-01,DE*EDR*E92100039*2,6.97058257299344,-9.93570596461777,-9155.25378743848,-79.526539689119,-130603.683871144,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-02T11:42:58Z,2022-05-12T16:37:03Z,"['NRC', 'NRD', 'R', 'DP']",Kammersteiner Land Nord DC,49.308275,10.968714,91126,91126 Kammerstein,Tank & Rast
858,2022-02-01,DE*EDR*E21000165*2,-10.6389484696203,7.27702359542554,-828.907757194413,-169.530446762322,-98837.3653461398,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-10-27T08:53:17Z,2022-05-12T16:38:46Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Frechen Süd AC,50.928524,6.776295,50226,Frechen,Tank & Rast
859,2021-06-01,DE*UFC*E320116*3,15.8351336559332,-0.330598098519552,4012.79419988858,593.574835694603,314988.850314702,in-service,alpitronic GmbH,HYC_300,22,32,Mennekes,22,AC,2020-11-13T14:29:09Z,2022-05-12T16:40:10Z,"['NRC', 'NRD', 'R', 'DP']",Rasthof Avus E.ON UFC - CCS,52.501791,13.277195,14055,Berlin,UFC Germany (DE*UFC)
860,2021-12-01,DE*EDR*E11000320*2,50.7126292492873,-10.4949833111856,1841.59475036432,1152.56610554363,767422.522726846,in-service,ABB,MD_TERRA_53,50,73,CCS,50,DC,2020-10-22T07:42:57Z,2022-05-12T16:43:09Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Dammer Berge West,52.54074,8.112483,"",Holdorf,Tank & Rast
861,2022-04-01,DE*UFC*E210025*1,-13.3458430195561,2.31423760955294,1795.53152292893,-644.821625508919,-303183.331901281,in-service,EFACEC,Efacec_160kw,161,234,CCS,160,DC,2020-11-09T11:41:23Z,2022-05-12T16:33:12Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Seeberg West E.ON UFC,52.542215,13.689707,15366,Neuenhagen bei Berlin,UFC Germany (DE*UFC)
862,2021-09-01,DE*EDR*E21000135*2,-11.0723107513614,-14.3504039957128,-5798.32444690115,-505.933807813545,-382414.41473152,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-11-24T17:05:23Z,2022-05-12T16:29:02Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Sauerland West DC,51.223112,7.667504,58513,Lüdenscheid,Tank & Rast
863,2022-03-01,DE*UFC*E110127*1,9.21563703652847,-1.32510797828274,10597.2104321192,-14.9554019478894,784390.78246221,in-service,ABB,MD_HVC_CAR,175,254,CHAdeMO,175,DC,2021-09-27T10:16:56Z,2022-05-12T16:33:17Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Frankenwald Ost E.ON UFC 4,50.404059,11.773043,95180,Berg,UFC Germany (DE*UFC)
864,2020-04-01,DE*EDR*E99000502*2,-34.9967208791001,1.10591662624554,-8002.61551852348,-967.027559554706,-618743.980149206,in-service,EFACEC,Efapower-EV QC,50,73,Mennekes,22,AC,2019-01-22T08:55:43Z,2022-05-12T16:33:43Z,"['R', 'DP']",Wetterau West DC,50.356513,8.692383,61239,61239 Ober-Mörlen,Tank & Rast
865,2020-09-01,DE*EDR*E62100049*1,30.6367107709264,3.94132820057732,6971.75013264952,1233.11746301399,760457.79993635,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-01-29T12:05:40Z,2022-05-12T16:42:49Z,"['R', 'DP']",Medenbach Ost DC,50.096868,8.353418,65207,65207 Wiesbaden,Tank & Rast
866,2021-01-01,DE*UFC*E320101*3,7.14972457681272,54.1459031292536,22602.087680223,562.827068863305,323720.78255496,out-of-service,alpitronic GmbH,HYC_300,22,32,Mennekes,22,AC,2020-11-05T10:26:23Z,2022-05-12T16:30:05Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Fürholzen West 1 E.ON UFC-CCS,48.337413,11.608175,85376,Neufahrn bei Freising,UFC Germany (DE*UFC)
867,2022-03-01,DE*EDR*E21000197*2,-3.38689212837764,-12.1519650128024,-4907.1572667105,-355.579672290477,7835.03512751633,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-10-21T07:53:43Z,2022-05-12T16:35:44Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Hermsdorfer Kreuz West DC,50.87499,11.846279,07629,Hermsdorf,Tank & Rast
868,2022-03-01,DE*EDR*E21000132*1,-10.7687997658541,-0.808548908281871,3115.8422888835,-424.486266091638,-200281.668973246,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-11-11T10:47:15Z,2022-05-12T16:43:43Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Schauinsland West DC,48.050007,7.810172,79108,Freiburg im Breisgau,Tank & Rast
869,2021-08-01,DE*UFC*E210021*1,27.973098352277,-18.7369371653428,3.19880358003502,-552.93849517091,596604.366497119,in-service,EFACEC,Efacec_160kw,161,234,CCS,160,DC,2020-10-21T09:41:28Z,2022-05-12T16:31:29Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Cloerbruch Nord E.ON UFC,51.237649,6.51349,47877,Willich,UFC Germany (DE*UFC)
870,2019-06-01,DE*EDR*E02100052*2,-7.66768376663903,-27.7854734608369,-10437.2212686746,-227.012868556353,-44248.6670148626,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T07:41:29Z,2022-05-12T16:33:10Z,"['R', 'DP']",Muldental Süd DC,51.260748,12.705249,04668,04668 Grimma,Tank & Rast
872,2019-05-01,DE*EDR*E22100080*2,-3.19013545075664,-6.34789263680292,-5552.99032571685,-105.463670154645,51320.7666357765,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-01T14:25:07Z,2022-05-12T16:43:38Z,"['R', 'DP']",Trave DC,53.818625,10.479484,23858,Reinfeld,Tank & Rast
873,2018-08-01,DE*EDR*E02100073*1,4.29163984079063,-9.48360920238296,-361.415070280144,-205.894062687471,-80841.7446286027,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:28:55Z,"['R', 'DP']",Rohnetal Süd DC,51.432622,11.423106,06542,06542 Wolferstedt,Tank & Rast
874,2021-04-01,DE*UFC*E210027*1,-44.52830407776,-3.39956109272381,-1369.09041262186,-1569.32849556487,-1059306.08492773,in-service,EFACEC,Efacec_160kw,161,234,CCS,160,DC,2020-10-29T11:30:56Z,2022-05-12T16:43:37Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Am Kahlberg West E.ON UFC,52.207556,13.607545,15749,Mittenwalde,UFC Germany (DE*UFC)
875,2022-04-01,DE*EDR*E21000181*1,26.9403542744048,4.1612127440561,8126.62704449326,856.767199995129,792769.147173748,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-10-23T08:28:28Z,2022-05-12T08:25:07Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Zweidorfer Holz Süd DC,52.338388,10.359826,38176,Wendeburg,Tank & Rast
876,2021-01-01,DE*EDR*E21000153*2,-11.5185408074375,-4.69373835772079,-2260.10180551678,-518.108425088309,-175176.552027044,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2021-01-11T14:11:43Z,2022-05-12T16:35:41Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Riedener Wald Ost DC,49.944256,10.020341,97262,Hausen bei Würzburg,Tank & Rast
877,2021-10-01,DE*UFC*E110121*1,-52.9256413783762,-29.4082895459452,-25188.4607101335,-1676.30874035643,-1450080.64627424,in-service,ABB,MD_HVC_CAR,175,254,CHAdeMO,175,DC,2021-09-08T13:12:10Z,2022-05-12T16:43:01Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Frankenwald West E.ON UFC 2,50.406215,11.773788,95180,Berg,UFC Germany (DE*UFC)
878,2021-09-01,DE*EDR*E99000520*2,-1.68106009500606,-0.724908186585118,-6017.91738962942,-32.8441246484576,-141738.534574506,in-service,EFACEC,Efapower-EV QC45,43,63,Mennekes,43,AC,2020-01-30T12:43:02Z,2022-04-24T18:29:59Z,"['NRC', 'NRD', 'R', 'DP']",Osterfeld Ost DC - außer Betrieb,51.105607,11.957291,06721,06721 Teuchern,Tank & Rast
879,2021-08-01,DE*UFC*E320105*3,8.36829251291222,-14.8979200794546,-1055.06340326414,123.302134966433,318348.912706469,in-service,alpitronic GmbH,HYC_300,22,32,Mennekes,22,AC,2020-10-28T10:35:30Z,2022-05-12T16:31:36Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Harburger Berge West 1-E.ON UFC-CCS,53.424101,9.963027,21077,Hamburg,UFC Germany (DE*UFC)
880,2021-09-01,DE*UFC*E320115*1,-12.0365785014104,5.68483057621146,-5356.9792909849,-393.271044450306,-200260.358733477,in-service,alpitronic GmbH,HYC_300,300,435,CCS,300,DC,2020-10-07T11:29:30Z,2022-05-12T16:31:33Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Gütersloh Süd E.ON UFC - CCS,51.864878,8.369658,33334,Gütersloh,UFC Germany (DE*UFC)
881,2018-02-01,DE*EDR*E99000506*2,-0.576113374630035,-0.275909766116751,-6336.60070966358,-30.352008142094,-15611.8640067749,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-02T07:41:53Z,2022-05-12T16:40:01Z,"['NRC', 'NRD', 'R', 'DP']",Plötzetal West DC,51.655961,11.817886,06420,06420 Könnern,Tank & Rast
882,2022-04-01,DE*EDR*E21000197*1,-11.0471181942305,3.69561358963006,6418.94160296203,-344.725333390485,-66200.1900744858,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-10-21T07:53:43Z,2022-05-12T16:35:44Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Hermsdorfer Kreuz West DC,50.87499,11.846279,07629,Hermsdorf,Tank & Rast
883,2022-03-01,DE*EDR*E21000284*1,40.6740346438889,9.58177135039322,5227.84345380363,1958.80607247852,954396.096839423,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2021-09-15T12:45:12Z,2022-05-12T16:29:22Z,"['NRC', 'NRD', 'R', 'DP']",Bottrop HBF-DC,51.509199,6.935654,46236,Bottrop,Tank & Rast
884,2021-09-01,DE*UFC*E210021*1,-0.893929906693487,-19.6851094955154,-1586.7016512959,-1202.07473751453,-166639.868346785,in-service,EFACEC,Efacec_160kw,161,234,CCS,160,DC,2020-10-21T09:41:28Z,2022-05-12T16:31:29Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Cloerbruch Nord E.ON UFC,51.237649,6.51349,47877,Willich,UFC Germany (DE*UFC)
885,2021-05-01,DE*EDR*E21000192*1,3.63775284287356,0.941812298705777,4054.82978362859,145.34314542656,121079.537984348,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2021-01-13T11:18:08Z,2022-05-12T16:34:42Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Riedener Wald West AC,49.945473,10.016356,97262,Hausen bei Würzburg,Tank & Rast
886,2018-09-01,DE*EDR*E22100035*1,-7.80386362125242,-9.4434489386731,-3123.08088616992,-431.59486136052,-199737.089184553,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-01-31T10:23:51Z,2022-05-12T16:34:44Z,"['R', 'DP']",Hüttener Berge Ost DC,54.366156,9.670627,24791,24791 Alt-Duvenstedt,Tank & Rast
887,2020-06-01,DE*UFC*E110119*1,109.98125409145,-17.5111235615584,-6569.21304234413,3035.45680621503,1002010.75522369,in-service,ABB,MD_HVC_CAR,175,254,CHAdeMO,175,DC,2019-12-02T10:46:47Z,2022-05-12T16:36:29Z,"['NRC', 'NRD', 'R', 'DP']","Essen, Brüsseler Platz 1, Vorplatz, ABB UFC",51.424935,6.992892,45131,Essen,UFC Germany (DE*UFC)
888,2022-01-01,DE*EDR*E21000199*2,2.15864536058031,-3.36315052709003,-6262.04175238891,-201.758107926177,-59836.4881415572,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-10-05T16:56:55Z,2022-05-12T16:39:38Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Garbsen Nord AC,52.422326,9.554407,30823,Garbsen,Tank & Rast
889,2022-03-01,DE*UFC*E320127*2,1.12781509337737,0.593585813734553,-1239.87764246273,-76.5976975185563,66231.5424914808,out-of-service,VWGC,FFCS,150,218,CCS,150,DC,2021-09-12T12:30:47Z,2022-05-12T16:39:37Z,"['NRC', 'NRD', 'R', 'DP']","Essen, Brüsseler Platz 1, Booster UFC CCS 1",51.425384,6.993468,45131,Essen,UFC Germany (DE*UFC)
890,2018-03-01,DE*EDR*E02100072*2,-6.54859400235355,10.6848211900409,-1518.85876217706,-182.02966649978,-80154.5343560601,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T08:35:23Z,2022-05-12T16:40:02Z,"['R', 'DP']",Rohnetal Nord DC,51.435207,11.426726,06542,06542 Wolferstedt,Tank & Rast
891,2021-11-01,DE*UFC*E110108*1,-9.21854844514296,-7.58746476342937,5580.77803488076,-376.631677718828,-151222.462666178,in-service,ABB,MD_HVC_CAR,175,254,CHAdeMO,175,DC,2021-03-19T05:30:51Z,2022-05-12T16:30:48Z,"['NRC', 'NRD', 'R', 'DP']",Bühleck Süd E.ON UFC 2,51.381184,9.239494,34289,Zierenberg,UFC Germany (DE*UFC)
892,2019-03-01,DE*EDR*E62100049*1,-9.71994651685208,4.70893997106775,7802.17753400354,-154.649964236519,3107.9319988963,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-01-29T12:05:40Z,2022-05-12T16:42:49Z,"['R', 'DP']",Medenbach Ost DC,50.096868,8.353418,65207,65207 Wiesbaden,Tank & Rast
893,2021-04-01,DE*EDR*E11000316*2,-4.87159498711838,-16.6486052479714,3275.13067834642,-236.712317989922,-87391.3713476463,in-service,ABB,MD_TERRA_53,50,73,CCS,50,DC,2020-10-22T07:42:58Z,2022-05-12T16:35:12Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Ostetal Nord,53.29976,9.53202,27419,Tiste,Tank & Rast
894,2019-06-01,DE*EDR*E62100049*2,-18.4555845775328,5.33382259371449,-4267.00221936886,-410.865100511271,-230629.887606006,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-01-29T12:05:41Z,2022-05-12T16:42:49Z,"['R', 'DP']",Medenbach Ost DC,50.096868,8.353418,65207,65207 Wiesbaden,Tank & Rast
895,2021-06-01,DE*EDR*E02100085*1,22.9488645297562,1.12983877612809,4690.66823927252,783.219065661825,424494.019931237,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:40:58Z,"['R', 'DP']",Vogtland Nord DC,50.466056,12.184668,08527,08527 Plauen,Tank & Rast
897,2018-10-01,DE*EDR*E92100039*2,3.27123913776611,-8.94363828466719,-8083.23390193356,-61.2089090763408,-223954.252090286,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-02T11:42:58Z,2022-05-12T16:37:03Z,"['NRC', 'NRD', 'R', 'DP']",Kammersteiner Land Nord DC,49.308275,10.968714,91126,91126 Kammerstein,Tank & Rast
898,2021-02-01,DE*UFC*E210032*1,-46.7823016810392,-4.87830676978654,-7793.55337346917,-1490.74009473717,-1231485.98415825,in-service,EFACEC,Efacec_160kw,161,234,CCS,160,DC,2020-10-26T13:49:22Z,2022-05-12T16:36:29Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Holzkirchen Süd E.ON UFC,47.906337,11.717369,83607,Holzkirchen,UFC Germany (DE*UFC)
899,2021-01-01,DE*EDR*E02100072*1,-0.373980685635683,1.63569004019873,7673.94283156553,-44.4687013029153,9231.29207273229,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:40:02Z,"['R', 'DP']",Rohnetal Nord DC,51.435207,11.426726,06542,06542 Wolferstedt,Tank & Rast
900,2021-09-01,DE*EDR*E21000207*2,-14.6456838606401,-6.6462671184536,-5603.69963117189,-552.609066495455,-350861.40019714,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-10-28T07:25:28Z,2022-05-12T16:38:42Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Lechwiesen Süd AC,48.058604,10.848661,86899,Landsberg am Lech,Tank & Rast
901,2020-03-01,DE*EDR*E02100018*1,-17.9320457059583,-20.9588409319685,-8526.0718183325,-592.797732281602,-342174.84740996,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:37:48Z,"['R', 'DP']",Dresdner Tor Süd DC,51.060482,13.572325,01723,01723 Wilsdruff,Tank & Rast
902,2019-04-01,DE*EDR*E11000139*1,-21.2095702278802,-21.42114432048,-9277.56179714402,-671.609411968257,-378098.901261791,in-service,ABB,MD_TERRA_53,43,63,Mennekes,43,AC,2018-03-02T05:48:43Z,2021-12-30T15:21:02Z,"['NRC', 'NRD', 'R', 'DP']",Am Biggenkopf Nord AC,51.498695,8.987148,34474,Diemelstadt Wrexen,Tank & Rast
903,2021-08-01,DE*EDR*E02100057*1,3.29163984079063,-4.83298531646495,5810.52164986246,-76.894062687471,109789.255371397,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T08:10:49Z,"['R', 'DP']",Oberlausitz Nord DC,51.200127,14.329909,02625,02625 Bautzen,Tank & Rast
904,2021-12-01,DE*EDR*E92100038*1,-6.76809542792983,-5.3201630884373,401.331828921073,-366.879979221092,-88463.8696039943,in-maintenance,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-01-31T14:56:50Z,2022-05-09T04:09:42Z,"['R', 'DP']",Jura West DC,49.271779,11.599725,92355,92355 Velburg,Tank & Rast
905,2019-08-01,DE*EDR*E02100031*2,-21.3249084556046,-9.51053531566769,-2662.11377883058,-803.12599690565,-296697.431574703,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T08:35:23Z,2022-05-12T16:32:58Z,"['R', 'DP']",Hansens Holz DC,51.090952,13.236838,04741,04720 Döbeln,Tank & Rast
906,2022-05-01,DE*EDR*E21000134*2,22.8544908590892,-6.76082659502206,-9681.56647014098,226.649960872826,-122105.958295825,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-11-26T13:22:51Z,2022-05-12T16:40:09Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Fränkische Schweiz-Pegnitz West DC,49.748466,11.509936,91257,Pegnitz,Tank & Rast
907,2021-05-01,DE*EDR*E21000172*1,-16.1723563275063,9.31221506902042,8681.8939335148,-368.140754557671,-222770.436864226,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-12-04T09:56:27Z,2022-05-12T16:34:39Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Berfa Nord AC,50.75979,9.357805,36304,Alsfeld,Tank & Rast
908,2021-09-01,DE*UFC*E320118*2,-39.5223173399658,17.5190368971169,2096.55820138333,-897.019591293113,-1033324.67826433,in-service,alpitronic GmbH,HYC_300,60,87,CHAdeMO,"62,5",DC,2020-11-30T15:37:10Z,2022-05-12T16:31:37Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Gütersloh Nord E.ON UFC-Chademo,51.866395,8.369457,33334,Gütersloh,UFC Germany (DE*UFC)
910,2019-06-01,DE*EDR*E02100043*2,-0.667683766639026,-5.53547346083688,-598.471268674603,-28.0128685563535,36540.3329851374,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-01T11:53:44Z,2022-05-12T16:35:25Z,"['R', 'DP']",Köckern West DC,51.607277,12.183264,06794,06794 Sandersdorf-Brehna,Tank & Rast
911,2020-09-01,DE*EDR*E62100050*2,-25.9798375254688,3.19200786644636,-1123.40084628275,-689.114471204186,-346566.88700975,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-01-29T12:38:02Z,2022-05-12T16:42:13Z,"['R', 'DP']",Medenbach West DC,50.094757,8.352353,65207,65207 Wiesbaden,Tank & Rast
912,2021-03-01,DE*EDR*E21000173*2,-20.4289680391399,28.106577177305,-3167.6548053312,-176.701235064056,-323206.282668974,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-11-25T11:47:58Z,2022-05-12T16:39:34Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Königsforst Ost DC,50.899353,7.152178,51503,Rösrath,Tank & Rast
913,2018-05-01,DE*EDR*E22100036*1,9.42641284563858,-4.62488809214564,30.4632847943722,132.768264063534,123709.453581877,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:33:55Z,"['R', 'DP']",Raststätte Hüttener Berge West DC,54.363349,9.671023,24791,Alt-Duvenstedt,Tank & Rast
914,2018-03-01,DE*EDR*E22100030*2,-10.2879458249951,-23.9216363874061,-9564.8355183516,-354.012337430021,-69380.7759122071,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T07:54:44Z,2022-05-12T16:29:39Z,"['R', 'DP']",Gudow Süd DC,53.520118,10.805807,23899,23899 Gudow,Tank & Rast
915,2022-02-01,DE*EDR*E21000152*2,-13.2004842695146,-2.04266908830355,-5558.14530490124,-494.006577634881,-474500.685692503,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-12-16T10:51:40Z,2022-05-12T16:30:20Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Spessart Nord DC,49.898259,9.394119,63879,Weibersbrunn,Tank & Rast
916,2020-03-01,DE*EDR*E02100042*2,-0.407905272831417,15.8223594218998,-6085.88795399685,39.3771864818322,87460.6074706059,out-of-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-01T10:11:14Z,2022-05-12T16:40:42Z,"['R', 'DP']",Köckern Ost DC,51.608992,12.187898,06794,Sandersdorf-Brehna,Tank & Rast
917,2019-10-01,DE*EDR*E22100030*1,-14.8126759435046,-4.80800388660174,2261.09218800215,-443.133741620378,-234404.517702556,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T07:54:43Z,2022-05-12T16:29:39Z,"['R', 'DP']",Gudow Süd DC,53.520118,10.805807,23899,23899 Gudow,Tank & Rast
918,2019-12-01,DE*EDR*E62100049*2,0.649500373227564,7.71087705134406,-3943.22902788225,309.888789280674,-163776.406897188,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-01-29T12:05:41Z,2022-05-12T16:42:49Z,"['R', 'DP']",Medenbach Ost DC,50.096868,8.353418,65207,65207 Wiesbaden,Tank & Rast
